type,description,rate,hsn
goods,Muddhas made of sarkanda and phool bahari jhadoo,0,9603
goods,Slate pencils and chalk sticks,0,9609
goods,Slates,0,9610 00 00
goods,Passenger baggage,0,9803
goods,"(i)           Puja samagri namely,-   Rudraksha, rudraksha mala, tulsi kanthi mala, panchgavya (mixture of cowdung, desi ghee, milk and curd);   Sacred thread (commonly known as yagnopavit);   Wooden khadau;   Panchamrit,    Vibhuti sold by religious institutions,    Unbranded honey [proposed GST Nil]   Wick for diya.   Roli   Kalava (Raksha sutra)   Chandan tika",0,Any chapter
goods,"Supply of lottery by any person other than State Government, Union Territory or Local authority subject to the condition that the supply of such lottery has suffered appropriate central tax, State tax, Union territory tax or integrated tax, as the case may be, when supplied by State Government, Union Territory or local authority, as the case may be, to the lottery distributor or selling agent appointed by the State Government, Union Territory or local authority, as the case may be.",0,-
service,"(i) Construction of a complex, building, civil structure or a part thereof, including a complex or building intended for sale to a buyer, wholly or partly, except where the entire consideration has been received after issuance of completion certificate, where required, by the competent authority or after its first occupation, whichever is earlier. 
(Provisions of paragraph 2 of this notification shall apply for valuation of this service)
(ii) composite supply of works contract as defined in clause 119 of section 2 of Central Goods and Services Tax Act, 2017.
(iii) construction services other than (i) and (ii) above.",18,Heading 9954 (Construction services)
service,"Services in wholesale trade.
Explanation-This  service does not include sale or purchase of goods but includes:
– Services of commission agents, commodity brokers, and auctioneers and all other traders who negotiate whole sale commercial transactions between buyers and sellers, for a fee or commission’
– Services of electronic whole sale agents and brokers,
– Services of whole sale auctioning houses.",18,Heading  9961
service,"Services in retail trade.
Explanation- This service does not include sale or purchase of goods",18,Heading  9962
service,"(i) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, neither having the facility of air-conditioning or central air-heating in any part of the establishment, at any time during the year and nor having licence or permit or by whatever name called to serve alcoholic liquor for human consumption.
(ii) Accommodation in hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of a unit of accommodation of one thousand rupees and above but less than two  thousand five hundred rupees per unit per day or equivalent.
Explanation.- “declared tariff” includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",12,Heading  9963
service,"(iii) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, having licence or permit or by whatever name called to serve alcoholic liquor for human consumption.
(iv) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, having the facility of air-conditioning or central air-heating in any part of the establishment, at any time during the year.
(v) Supply, by way of or as part of any service or in any other manner whatsoever in outdoor catering wherein goods, being food or any other article for human consumption or any drink (whether or not alcoholic liquor for human consumption), as a part of such outdoor catering and such supply or service is for cash, deferred payment or other valuable consideration.
(vi) Accommodation in hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of a unit of accommodation of two thousand five hundred rupees and above but less than seven thousand five hundred rupees per unit per day or equivalent.
Explanation.- “declared tariff” includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.
(vii) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, including but not limited to food or any other article for human consumption or any drink (whether or not alcoholic liquor for human consumption), where such supply or service is for cash, deferred payment or other valuable consideration, in a premises (including hotel, convention center, club, pandal, shamiana or any other place, specially arranged for organising a function) together with renting of such premises.""
(ix) Accommodation, food and beverage services other than (i), (ii), (iii), (iv), (v), (vi), (vii) and (viii) above.",18,Heading  9963
service,"(viii) Accommodation in hotels including five star hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of a unit of accommodation of seven thousand and five hundred rupees and above per unit per day or equivalent.
Explanation.-“declared tariff ” includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",28,Heading  9963
service,"(i) Transport of passengers, with or without accompanied belongings, by rail in first class or air conditioned coach.
(ii) Transport of passengers, with or without accompanied belongings by-
(a) air conditioned contract carriage other than motorcab;
(b) air conditioned stage carriage;
(c) radio taxi.
Explanation.-
(a) “contract carriage” has the meaning assigned to it in clause (7) of section 2 of the Motor Vehicles Act, 1988 (59 of 1988);
(b) “stage carriage” has the meaning assigned to it in clause (40) of section 2 of the Motor Vehicles Act, 1988 (59 of 1988) ;
(c) “radio taxi” means a taxi including a radio cab, by whatever name called, which is in two-way radio communication with a central control office and is enabled for tracking using Global Positioning System (GPS) or General Packet Radio Service (GPRS).
(iii) Transport of passengers, with or without accompanied belongings, by air in economy class.
(iv) Transport of passengers, with or without accompanied belongings, by air, embarking from or terminating in a Regional Connectivity Scheme Airport, as notified by the Ministry of Civil Aviation.
(vi) Transport of passengers by motorcab where the cost of fuel is included in the consideration charged from the service recipient.",5,Heading  9964
service,"(v) Transport of passengers by air, with or without accompanied belongings, in other than economy class.",12,Heading  9964
service,"(vii) Passenger transport services other than (i), (ii), (iii), (iv), (v) and (vi) above.",18,Heading  9964
service,"(i) Transport of goods by rail (other than services specified at item no. (iv)).
(ii) Transport of goods in a vessel including services provided or agreed to be provided by a person located in non-taxable territory to a person located in non-taxable territory by way of transportation of goods by a vessel from a place outside India up to the customs station of clearance in India.
(iii) Services of goods transport agency (GTA) in relation to transportation of goods (including used household goods for personal use).
Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called.",5,Heading  9965
service,(iv) Transport of goods in containers by rail by any person other than Indian Railways.,12,Heading  9965
service,"(v) Goods transport services other than (i), (ii), (iii) and (iv) above.",18,Heading  9965
service,(i) Renting of motorcab where the cost of fuel is included in the consideration charged from the service recipient.,5,Heading  9966
service,"(ii) Rental services of transport vehicles with or without operators, other than (i)  above.",18,Heading  9966
service,"(i) Services of goods transport agency (GTA) in relation to transportation of goods (including used household goods for personal use).
Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called.",5,Heading 9967
service,(ii) Supporting services in transport other than (i) above.,18,Heading 9967
service,Postal and courier services.,18,Heading  9968
service,"Electricity, gas, water and other distribution services.",18,Heading 9969
service,"(i) Services provided by a foreman of a chit fund in relation to chit.
Explanation.-
(a) ""chit"" means a transaction whether called chit, chit fund, chitty, kuri, or by whatever name by or under which a person enters into an agreement with a specified number of persons that every one of them shall subscribe a certain sum of money (or a certain quantity of grain instead) by way of periodical instalments over a definite period and that each subscriber shall, in his turn, as determined by lot or by auction or by tender or in such other manner as may be specified in the chit agreement, be entitled to a prize amount;
(b) “foreman of a chit fund” shall have the same meaning as is assigned to the expression “foreman” in clause (j) of section 2 of the Chit Funds Act, 1982 (40 of 1982).
(i) Services provided by a foreman of a chit fund in relation to chit.
Explanation.-
(a) ""chit"" means a transaction whether called chit, chit fund, chitty, kuri, or by whatever name by or under which a person enters into an agreement with a specified number of persons that every one of them shall subscribe a certain sum of money (or a certain quantity of grain instead) by way of periodical instalments over a definite period and that each subscriber shall, in his turn, as determined by lot or by auction or by tender or in such other manner as may be specified in the chit agreement, be entitled to a prize amount;
(b) “foreman of a chit fund” shall have the same meaning as is assigned to the expression “foreman” in clause (j) of section 2 of the Chit Funds Act, 1982 (40 of 1982).
(i) Services provided by a foreman of a chit fund in relation to chit.
Explanation.-
(a) ""chit"" means a transaction whether called chit, chit fund, chitty, kuri, or by whatever name by or under which a person enters into an agreement with a specified number of persons that every one of them shall subscribe a certain sum of money (or a certain quantity of grain instead) by way of periodical instalments over a definite period and that each subscriber shall, in his turn, as determined by lot or by auction or by tender or in such other manner as may be specified in the chit agreement, be entitled to a prize amount;
(b) “foreman of a chit fund” shall have the same meaning as is assigned to the expression “foreman” in clause (j) of section 2 of the Chit Funds Act, 1982 (40 of 1982).",12,Heading 9971
service,"(ii) Transfer of the right to use any goods for any purpose (whether or not for a specified period) for cash, deferred payment or other valuable consideration.

(iii) Any transfer of right in goods or of undivided share in goods without the transfer of title thereof.",Same rate of integrated tax as on supply of like goods involving transfer of title in goods,Heading 9971
service,"(iv) Leasing of aircrafts by an operator for operating scheduled air transport service or  scheduled air cargo service by way of transaction covered by clause (f) paragraph 5 of Schedule II of the Central Goods and Services Act, 2017.
Explanation.- 
(a) “operator” means a person, organisation or enterprise engaged in or offering to engage in aircraft operations;
(b) “scheduled air transport service” means an air transport service undertaken between the same two or more places operated according to a published time table or with flights so regular or frequent that they constitute a recognisable systematic series, each flight being open to use by members of the public;
(c) “scheduled air cargo service” means air transportation of cargo or mail on a scheduled basis according to a published time table or with flights so regular or frequent that they constitute a recognisably systematic series, not open to use by passengers.",5,Heading 9971
service,"(v) Financial and related services other than (i), (ii), (iii) and (iv) above.",18,Heading 9971
service,Real estate services.,18,Heading 9972
service,"(v) Leasing of aircrafts by an operator for operating scheduled air transport service or  scheduled air cargo service by way of transaction covered by clause (f) paragraph 5 of Schedule II of the Central Goods and Services Act, 2017.
Explanation.- 
(a) “operator” means a person, organisation or enterprise engaged in or offering to engage in aircraft operations;
(b) “scheduled air transport service” means an air transport service undertaken between the same two or more places operated according to a published time table or with flights so regular or frequent that they constitute a recognisable systematic series, each flight being open to use by members of the public;
(c) “scheduled air cargo service” means air transportation of cargo or mail on a scheduled basis according to a published time table or with flights so regular or frequent that they constitute a recognisably systematic series, not open to use by passengers.",5,Heading 9973
service,(i) Temporary or permanent transfer or permitting the use or enjoyment of Intellectual Property (IP) right in respect of goods other than Information Technology software.,12,Heading 9973
service,"(ii) Temporary or permanent transfer or permitting the use or enjoyment of Intellectual Property (IP) right in respect of Information Technology software. 
[Please refer to Explanation no. (v)]",18,Heading 9973
service,"(iii) Transfer of the right to use any goods for any purpose (whether or not for a specified period) for cash, deferred payment or other valuable consideration.

(iv) Any transfer of right in goods or of undivided share in goods without the transfer of title thereof.

(vi) Leasing or rental services, with or without operator, other than (i), (ii), (iii), (iv) and (v) above.",Same rate of integrated tax as on supply of like goods involving transfer of title in goods,Heading 9973
service,Research and development services.,18,Heading 9981
service,Legal and accounting services.,18,Heading 9982
service,(i) Selling of space for advertisement in print media.,5,Heading 9983
service,"(ii) Other professional, technical and business services other than (i) above.",18,Heading 9983
service,"Telecommunications, broadcasting and information supply services.",18,Heading 9984
service,"(i) Supply of tour operators services.
Explanation.-  ""tour operator"" means any person engaged in the business of planning, scheduling, organizing, arranging tours (which may include arrangements for accommodation, sightseeing or other similar services) by any mode of transport, and includes any person engaged in the business of operating tours.",5,Heading  9985
service,(ii) Support services other than (i) above,18,Heading  9985
service,"(i) Support services to agriculture, forestry, fishing, animal husbandry. 
Explanation. - Support services to agriculture, forestry, fishing, animal husbandry mean - 
(i) Services relating to cultivation of plants and rearing of all life forms of animals, except the rearing of horses, for food, fibre, fuel, raw material or other similar products or agricultural produce by way of—
(a) agricultural operations directly related to production of any agricultural produce including cultivation, harvesting, threshing, plant protection or testing;
(b) supply of farm labour; 
(c) processes carried out at an agricultural farm including tending, pruning, cutting, harvesting, drying, cleaning, trimming, sun drying, fumigating, curing, sorting, grading, cooling or bulk packaging and such like operations which do not alter the essential characteristics of agricultural produce but make it only marketable for the primary market; 
(d) renting or leasing of agro machinery or vacant land with or without a structure incidental to its use; 
(e) loading, unloading, packing, storage or warehousing of agricultural produce;
(f) agricultural extension services;
(g) services by any Agricultural Produce Marketing Committee or Board or services provided by a commission agent for sale or purchase of agricultural produce.
(ii) Services by way of pre-conditioning, pre-cooling, ripening, waxing, retail packing, labelling of fruits and vegetables which do not change or alter the essential characteristics of the said fruits or vegetables.
(iii) Carrying out an intermediate production process as job work in relation to cultivation of plants and rearing of all life forms of animals, except the rearing of horses, for food, fibre, fuel, raw material or other similar products or agricultural produce.",0,Heading 9986
service,"(ii) Support services to mining, electricity, gas and water distribution.",18,Heading 9986
service,"Maintenance, repair and installation (except construction) services.",18,Heading 9987
service,"(i) Services by way of job work in relation to-
(a) Printing of newspapers;
(b) Textile yarns (other than of man-made fibres) and textile fabrics;
(c) Cut and polished diamonds; precious and semi-precious stones; or plain and studded jewellery of gold and other precious metals, falling under Chapter 71 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975);
(d) Printing of books (including Braille books), journals and periodicals;
(e) Processing of hides, skins and leather falling under Chapter 41 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975).
Explanation.- “man made fibres” means staple fibres and filaments of organic polymers produced by manufacturing processes either,-
(a) by polymerisation of organic monomers to produce polymers such as polyamides, polyesters, polyolefins or polyurethanes, or by chemical modification of polymers produced by this process [for example, poly(vinyl alcohol) prepared by the hydrolysis of poly(vinyl acetate)]; or 
(b) by dissolution or chemical treatment of natural organic polymers (for example, cellulose) to produce polymers such as cuprammonium rayon (cupro) or viscose rayon, or by chemical modification of natural organic polymers (for example, cellulose, casein and other proteins, or alginic acid), to produce polymers such as cellulose acetate or alginates.",5,Heading 9988
service,"(ii) Manufacturing services on physical inputs (goods) owned by others, other than (i) above.",18,Heading 9988
service,"Other manufacturing services; publishing, printing and reproduction services; materials recovery services.",18,Heading 9989
service,Public administration and other services provided to the community as a whole; compulsory social security services.,18,Heading  9991
service,Education services.,18,Heading  9992
service,Human health and social care services.,18,Heading  9993
service,"Sewage and waste collection, treatment and disposal and other environmental protection services.",18,Heading 9994
service,Services of membership organisations.,18,Heading 9995
service,"(i) Services by way of admission or access to circus, Indian classical dance including folk dance, theatrical performance, drama.
(ii) Services by way of admission exhibition of cinematograph films where price of admission ticket is one hundred rupees or less.
(vi) Recreational, cultural and sporting services other than (i), (ii), (iii), (iv) and (v) above.",18,Heading  9996
service,"(iii) Services by way of admission to entertainment events or access to amusement facilities including exhibition of cinematograph films, theme parks, water parks, joy rides, merry-go rounds, go-carting, casinos, race-course, ballet, any sporting event such as Indian Premier League and the like. 
(iv) Services provided by a race club by way of totalisator or a license to bookmaker in such club.
(v) Gambling.",28,Heading  9996
service,"Other services (washing, cleaning and dyeing services; beauty and physical well-being services; and other miscellaneous services including services nowhere else classified).",18,Heading 9997
service,Domestic services.,18,Heading  9998
service,Services provided by extraterritorial organisations and bodies.,18,Heading  9999
service,"Services by an entity registered under section 12AA of the Income-tax Act, 1961 (43 of 1961) by way of charitable activities.",0,Chapter 99
service,"Services by way of transfer of a going concern, as a whole or an independent part thereof.",0,Chapter 99
service,"Pure services (excluding works contract service or other composite supplies involving supply of any goods) provided to the Central Government, State Government or Union territory or local authority or a Governmental authority by way of any activity in relation to any function entrusted to a Panchayat under article 243G of the Constitution or in relation to any function entrusted to a Municipality under article 243W of the Constitution.",0,Chapter 99
service,"Services by Central Government, State Government, Union territory, local authority or governmental authority by way of any activity in relation to any function entrusted to a municipality under article 243 W of the Constitution.",0,Chapter 99
service,Services by a governmental authority by way of any activity in relation to any function entrusted to a Panchayat under article 243G of the Constitution.,0,Chapter 99
service,"Services by the Central Government, State Government, Union territory or local authority excluding the following services—
(a) services by the Department of Posts by way of speed post, express parcel post, life insurance, and agency services provided to a person other than the Central Government, State Government, Union territory;
(b) services in relation to an aircraft or a vessel, inside or outside the precincts of a port or an airport;
(c) transport of goods or passengers; or
(d) any service, other than services covered under entries (a) to (c) above, provided to business entities.",0,Chapter 99
service,"Services provided by the Central Government, State Government, Union territory or local authority to a business entity with an aggregate turnover of up to twenty lakh rupees (ten lakh rupees in case of a special category state) in the preceding financial year. 
Explanation.- For the purposes of this entry, it is hereby clarified that the provisions of this entry shall not be applicable to- 
(a) services,-
(i) by the Department of Posts by way of speed post, express parcel post, life insurance, and agency services provided to a person other than the Central Government, State Government, Union territory; 
(ii) in relation to an aircraft or a vessel, inside or outside the precincts of a port or an airport; 
(iii) of transport of goods or passengers; and 
(b) services by way of renting of immovable property.",0,Chapter 99
service,"Services provided by the Central Government, State Government, Union territory or local authority to another Central Government, State Government, Union territory or local authority: 
               Provided that nothing contained in this entry shall apply to services-
(i) by the Department of Posts by way of speed post, express parcel post, life insurance, and agency services provided to a person other than the Central Government, State Government, Union territory; 
(ii) in relation to an aircraft or a vessel, inside or outside the precincts of a port or an airport;
 (iii) of transport of goods or passengers.",0,Chapter 99
service,"Services provided by Central Government, State Government, Union territory or a local authority where the consideration for such services does not exceed five thousand rupees:
               Provided that nothing contained in this entry shall apply to-
(i) services by the Department of Posts by way of speed post, express parcel post, life insurance, and agency services provided to a person other than the Central Government, State Government, Union territory; 
(ii) services in relation to an aircraft or a vessel, inside or outside the precincts of a port or an airport; 
(iii) transport of goods or passengers: 
                 Provided further that in case where continuous supply of service, as defined in sub-section (33) of section 2 of the Central Goods and Services Tax Act, 2017, is provided by the Central Government, State Government, Union territory or a local authority, the exemption shall apply only where the consideration charged for such service does not exceed five thousand rupees in a financial year.",0,Chapter 99
service,"Services provided by way of pure labour contracts of construction, erection, commissioning, installation, completion, fitting out, repair, maintenance, renovation, or alteration of a civil structure or any other original works pertaining to the beneficiary-led individual house construction or enhancement under the Housing for All (Urban) Mission or Pradhan Mantri Awas Yojana.",0,Heading 9954
service,"Services by way of pure labour contracts of construction, erection, commissioning, or installation of original works pertaining to a single residential unit otherwise than as a part of a residential complex.",0,Heading 9954
service,Services by way of renting of residential dwelling for use as residence.,0,"Heading 9963
or
Heading 9972"
service,"Services by a person by way of- 
(a) conduct of any religious ceremony; 
(b) renting of precincts of a religious place meant for general public, owned or managed by an entity registered as a charitable or religious trust under section 12AA of the Income-tax Act, 1961 (hereinafter referred to as the Income-tax Act) or a trust or an institution registered under sub clause (v) of clause (23C) of section 10 of the Income-tax Act or a body or an authority covered under clause (23BBA) of section 10 of the said Income-tax Act: 
Provided that nothing contained in entry (b) of this exemption shall apply to,- 
(i) renting of rooms where charges are one thousand rupees or more per day; 
(ii) renting of premises, community halls, kalyanmandapam or open area, and the like where charges are ten thousand rupees  or more per day; 
(iii) renting of shops or other spaces for business or commerce where charges are ten thousand rupees or more per month.",0,"Heading 9963
or 
Heading 9972
or
Heading 9995
or 
any other Heading of Section 9"
service,"Services by a hotel, inn, guest house, club or campsite, by whatever name called, for residential or lodging purposes, having declared tariff of a unit of accommodation below one thousand rupees per day or equivalent.",0,Heading 9963
service,"Transport of passengers, with or without accompanied belongings, by – 
(a) air, embarking from or terminating in an airport located in the state of Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, or Tripura or at Bagdogra located in West Bengal; 
(b) non-airconditioned contract carriage  other than radio taxi, for transportation of passengers, excluding tourism, conducted tour, charter or hire; or
 (c) stage carriage other than air-conditioned stage carriage.",0,Heading 9964
service,"Services provided to the Central Government, by way of transport of passengers with or without accompanied belongings, by air, embarking from or terminating at a regional connectivity scheme airport, against consideration in the form of viability gap funding:
            Provided that nothing contained in this entry shall apply on or after the expiry of a period of one year from the date of commencement of operations of the regional connectivity scheme airport as notified by the Ministry of Civil Aviation.",0,Heading 9964
service,"Service of transportation of passengers, with or without accompanied belongings, by— 
(a) railways in a class other than— 
(i) first class; or 
(ii) an air-conditioned coach; 
(b) metro, monorail or tramway; 
(c) inland waterways; 
(d) public transport, other than predominantly for tourism purpose, in a vessel between places located in India; and 
(e) metered cabs or auto rickshaws (including e-rickshaws).",0,Heading 9964
service,"Services by way of transportation of goods- 
(a) by road except the services of—
(i) a goods transportation agency; 
(ii) a courier agency;
(b) by inland waterways.",0,Heading 9965
service,Services by way of transportation of goods by an aircraft from a place outside India upto the customs station of clearance in India.,0,Heading 9965
service,"Services by way of transportation by rail or a vessel from one place in India to another of the following goods – 
(a) relief materials meant for victims of natural or man-made disasters, calamities, accidents or mishap; 
(b) defence or military equipments; 
(c) newspaper or magazines registered with the Registrar of Newspapers;
(d) railway equipments or materials; 
(e) agricultural produce; 
(f) milk, salt and food grain including flours, pulses and rice; and 
(g) organic manure.",0,Heading 9965
service,"Services provided by a goods transport agency, by way of transport in a goods carriage of - 
(a) agricultural produce;
(b) goods, where consideration charged for the transportation of goods on a consignment transported in a single carriage does not exceed one thousand five hundred rupees; 
(c) goods, where consideration charged for transportation of all such goods for a single consignee does not exceed rupees seven hundred and fifty;
(d) milk, salt and food grain including flour, pulses and rice;
(e) organic manure; 
(f) newspaper or magazines registered with the Registrar of Newspapers; 
(g) relief materials meant for victims of natural or man-made disasters, calamities, accidents or mishap; or 
(h) defence or military equipments.",0,"Heading 9965
or
Heading 9967"
service,"Services by way of giving on hire – 
(a) to a state transport undertaking, a motor vehicle meant to carry more than twelve passengers; or 
(b) to a goods transport agency, a means of transportation of goods.",0,"Heading 9966 
or
Heading 9973"
service,Service by way of access to a road or a bridge on payment of toll charges.,0,Heading 9967
service,"Services by way of loading, unloading, packing, storage or warehousing of rice.",0,"Heading 9967
or
Heading 9985"
service,Transmission or distribution of electricity by an electricity transmission or distribution utility.,0,Heading 9969
service,Services by the Reserve Bank of India.,0,Heading 9971
service,"Services by way of—
(a) extending deposits, loans or advances in so far as the consideration  is represented by way of interest or discount (other than interest involved in credit card services); 
(b) inter se sale or purchase of foreign currency amongst banks or authorised dealers of foreign exchange or amongst banks and such dealers.",0,Heading 9971
service,"Services of life insurance business  provided by way of annuity under the National Pension System regulated by the Pension Fund Regulatory and Development Authority of India under the Pension Fund Regulatory and Development Authority Act, 2013 (23 of 2013).",0,"Heading 9971
or
Heading 9991"
service,"Services of life insurance business provided or agreed to be provided by the Army, Naval and Air Force Group Insurance Funds to members of the Army, Navy and Air Force, respectively, under the Group Insurance Schemes of the Central Government.",0,"Heading 9971
 or
Heading 9991"
service,"Services by the Employees’ State Insurance Corporation to persons governed under the Employees’ State Insurance Act, 1948 (34 of 1948).",0,"Heading 9971
or
Heading 9991"
service,"Services provided by the Employees Provident Fund Organisation to the persons governed under the Employees Provident Funds and the Miscellaneous Provisions Act, 1952 (19 of 1952).",0,Heading 9971
service,"Services provided by the Insurance Regulatory and Development Authority of India to insurers under the Insurance Regulatory and Development Authority of India Act, 1999 (41 of 1999).",0,Heading 9971
service,"Services provided by the Securities and Exchange Board of India set up under the Securities and Exchange Board of India Act, 1992 (15 of 1992) by way of protecting the interests of investors in securities and to promote the development of, and to regulate, the securities market.",0,Heading 9971
service,"Services by an acquiring bank, to any person in relation to settlement of an amount upto two thousand rupees in a single transaction transacted through credit card, debit card, charge card or other payment card service. 
            Explanation.— For the purposes of this entry, “acquiring bank” means any banking company, financial institution including non-banking financial company or any other person, who makes the payment to any person who accepts such card.",0,Heading 9971
service,"Services of general insurance business provided under following schemes – 
(a) Hut Insurance Scheme; 
(b) Cattle Insurance under Swarnajaynti Gram Swarozgar Yojna (earlier known as Integrated Rural Development Programme); 
(c) Scheme for Insurance of Tribals; 
(d) Janata Personal Accident Policy and Gramin Accident Policy; 
(e) Group Personal Accident Policy for Self-Employed Women; 
(f) Agricultural Pumpset and Failed Well Insurance; 
(g) premia collected on export credit insurance; 
(h) Weather Based Crop Insurance Scheme or the Modified National Agricultural Insurance Scheme, approved by the Government of India and implemented by the Ministry of Agriculture; 
(i) Jan Arogya Bima Policy; 
(j) National Agricultural Insurance Scheme (Rashtriya Krishi Bima Yojana); 
(k) Pilot Scheme on Seed Crop Insurance; 
(l) Central Sector Scheme on Cattle Insurance; 
(m) Universal Health Insurance Scheme; 
(n) Rashtriya Swasthya Bima Yojana;  
(o) Coconut Palm Insurance Scheme; 
(p) Pradhan Mantri Suraksha BimaYojna; 
(q) Niramaya Health Insurance Scheme implemented by the Trust constituted under the provisions of the National Trust for the Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999 (44 of 1999).",0,"Heading 9971
or
Heading 9991"
service,"Services of life insurance business provided under following schemes-
 (a) Janashree Bima Yojana; 
(b) Aam Aadmi Bima Yojana; 
(c) Life micro-insurance product as approved by the Insurance Regulatory and Development Authority, having maximum amount of cover of fifty thousand rupees; 
(d) Varishtha Pension BimaYojana; 
(e) Pradhan Mantri Jeevan JyotiBimaYojana; 
(f) Pradhan Mantri Jan DhanYogana; 
(g) Pradhan Mantri Vaya Vandan Yojana.",0,"Heading 9971
or
Heading 9991"
service,Services by way of collection of contribution under the Atal Pension Yojana.,0,"Heading 9971
or
Heading 9991"
service,Services by way of collection of contribution under any pension scheme of the State Governments.,0,"Heading 9971
or
Heading 9991"
service,"Services by the following persons in respective capacities – 
(a) business facilitator or a business correspondent to a banking company with respect to accounts in its rural area branch;
 (b) any person as an intermediary to a business facilitator or a business correspondent with respect to services mentioned in entry (a); or 
(c) business facilitator or a business correspondent to an insurance company in a rural area.",0,"Heading 9971
or
Heading 9985"
service,"Services provided to the Central Government, State Government, Union territory under any insurance scheme for which total premium is paid by the Central Government, State Government, Union territory.",0,"Heading 9971
or
Heading 9991"
service,"One time upfront amount (called as premium, salami, cost, price, development charges or by any other name) leviable in respect of  the service, by way of granting long term (thirty years, or more) lease of industrial plots, provided by the State Government Industrial Development Corporations or Undertakings to industrial units.",0,Heading 9972
service,"Services provided by the Central Government, State Government, Union territory or local authority by way of allowing a business entity to operate as a telecom service provider or use radio frequency spectrum  during the period prior to the 1st April, 2016, on payment of licence fee or spectrum user charges, as the case may be.",0,"Heading 9973 
or
Heading 9991"
service,"Services of leasing of assets (rolling stock assets including wagons, coaches, locos) by the Indian Railways Finance Corporation to Indian Railways.",0,Heading 9973
service,"Services provided by an incubatee  up to a total turnover of fifty lakh rupees in a financial year subject to the following conditions, namely:- 
(a) the total turnover had not exceeded fifty lakh rupees during the preceding financial year; and 
(b) a period of three years has not elapsed from the date of entering into an agreement as an incubatee.",0,Heading 9981
service,"Services provided by-
(a) an arbitral tribunal  to –
(i) any person other than a business  entity; or 
(ii) a business entity with an aggregate turnover up to twenty lakh rupees (ten lakh rupees in the case of special category states) in the preceding financial year; 
(b) a partnership firm  of advocates or an individual as an advocate  other than a senior advocate, by way of legal services to- 
(i) an advocate or partnership firm of advocates providing legal services;
(ii) any person  other than a business entity; or 
(iii) a business entity with an aggregate turnover up to twenty lakh rupees (ten lakh rupees in thecase of special category states) in the preceding financial year; 
(c) a senior advocate  by way of legal services to-
(i) any person other than a business entity; or 
(ii) a business entity with an aggregate turnover up to twenty lakh rupees (ten lakh rupees in the case of special category states) in the preceding financial year.",0,"Heading 9982 
or
Heading 9991"
service,Services by a veterinary clinic in relation to health care of animals or birds.,0,Heading 9983
service,"Services provided by the Central Government, State Government, Union territory or local authority by way of- 
(a) registration required under any law for the time being in force; 
(b) testing, calibration, safety check or certification relating to protection or safety of workers, consumers or public at large, including fire license, required under any law for the time being in force.",0,"Heading 9983
or
Heading 9991"
service,"Taxable services, provided or to be provided, by a Technology Business Incubator or a Science and Technology Entrepreneurship Park recognised by the National Science and Technology Entrepreneurship Development Board of the Department of Science and Technology, Government of India or bio-incubators recognised by the Biotechnology Industry Research Assistance Council, under the Department of Biotechnology, Government of India.",0,"Heading 9983
or 
any other Heading of Chapter 99"
service,"Services by way of collecting or providing news by an independent journalist, Press Trust of India or United News of India.",0,Heading 9984
service,"Services of public libraries by way of lending of books, publications or any other knowledge-enhancing content or material.",0,Heading 9984
service,Services provided by the Goods and Services Tax Network to the Central Government or State Governments or Union territories for implementation of Goods and Services Tax.,0,Heading 9984
service,Services by an organiser to any person in respect of a business exhibition held outside India.,0,Heading 9985
